Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
3217,The place is very small. Items are less for vegetarians. They give fruits to vegetarians and tell that's the starters. Also the veg grill is unnatural as it is not nice at all. They need to upgrade the menu for veg. Also the service is not …,place small items less vegetarians give fruits vegetarians tell thats starters also veg grill unnatural nice need upgrade menu veg also service,chethan m,Medium,Non-Urgent,No Response,1825,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9951096773147583, 0.9866202473640442, 0.978466272354126, 0.9621484875679016]","['Food Options', 'Food Quality', 'Service Issue', 'Value for Money']",0,1,0,1,1,0,1,08-11-2019
3218,Veg food quality not so good. They have more fried items than barbeque. Also cleanliness and hygiene is big issue. Plates and spoon are of plastic which smells most of the times.,veg food quality good fried items barbeque also cleanliness hygiene big issue plates spoon plastic smells times,jayesh shah,Low,Non-Urgent,No Response,730,-1,"['Cleanliness or hygiene issues', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9983370304107666, 0.9810909628868103, 0.8783369660377502]","['Hygiene', 'Food Quality', 'Food Options']",1,1,0,0,0,0,1,07-11-2022
3219,"We didn't even get served which is supposed to, ambiance and service is the worst,  main course and desert items are over",didnt even get served supposed ambiance service worst main course desert items,kiran kumar,High,Urgent,No Response,330,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.990206241607666, 0.979301929473877]","['Service Issue', 'Food Options']",0,0,0,0,1,0,1,12-12-2023
3220,"1.Veg Food Quality is not upto the mark.
2. Veg and Non veg is even though separately kept, but the Veg food smell is mixed with Non veg, hard core vegetarian will hate surely. …",veg food quality upto mark veg non veg even though separately kept veg food smell mixed non veg hard core vegetarian hate surely,ganesan rama,High,Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food']",[0.9635682106018066],['Food Quality'],0,1,0,0,0,0,0,08-11-2019
3221,"This place is a heaven for people who love Non-Veg. There are very less options for Vegetarians and their starters are horrible, especially their service. There will be so much suffocation because they never switch on Air Conditioner. We lose interest to sit in that restaurant after 10 minutes. Not a good choice for Vegetarians.",place heaven people love nonveg less options vegetarians starters horrible especially service much suffocation never switch air conditioner lose interest sit restaurant minutes good choice vegetarians,kalyan,Medium,Non-Urgent,No Response,1460,-1,"['Limited food options or menu variety', 'Poor customer service or staff behavior', 'Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food']","[0.9938645958900452, 0.9821443557739258, 0.9676043391227722, 0.9407252669334412]","['Food Options', 'Service Issue', 'Atmosphere', 'Food Quality']",0,1,1,0,1,0,1,07-11-2020
3222,"Totally disappointed. Thought supervisor there ask for feedback about food, when ever food served is bad, how to complain. They don't know how to blend the Indian masalas, everything u taste will give u smell of chilly powder. The one in marathahalli was very good, expected similar service here.. But it was very disappointing",totally disappointed thought supervisor ask feedback food ever food served bad complain dont know blend indian masalas everything u taste give u smell chilly powder one marathahalli good expected similar service disappointing,anwar sujahath,High,Urgent,No Response,2190,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.99418705701828, 0.9761552810668945]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,08-11-2018
3223,"Service and food quantity has gone down.

Disappointed with the overall food taste and experience. Plates are not …",service food quantity gone disappointed overall food taste experience plates,rajorshee raha,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9865608215332031, 0.9402996897697449, 0.9230929613113403]","['Food Quality', 'Service Issue', 'Food Options']",0,1,0,0,1,0,1,07-11-2022
3224,"Limited verity of BBQ as Chicken, fish & prawn in same taste. No additional Kabab items, they made it over request but not good in taste.
Good food in Main course & desert but again we love BBQ only.",limited verity bbq chicken fish prawn taste additional kabab items made request good taste good food main course desert love bbq,rajnish mohapatra,Low,Non-Urgent,No Response,1095,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9890044927597046, 0.9351400136947632]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2021
3225,worst ever BBQ...delay in serving...limitted quantity...poor quality...lacks hygiene. Pathetic customer service.,worst ever bbqdelay servinglimitted quantitypoor qualitylacks hygiene pathetic customer service,shameem shukkoor,High,Urgent,No Response,300,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Cleanliness or hygiene issues']","[0.9961175918579102, 0.9946463108062744, 0.9854900240898132, 0.7797895073890686]","['Service Issue', 'Food Options', 'Food Quality', 'Hygiene']",1,1,0,0,1,0,1,11-01-2024
3226,"Poor parking space, Bit congested dining, Barbecues taste was yewk. All the Nonveg items that we ordered separately tasted the same except the main course. Main course items were average taste. Too less options in veg. The only good thing was the savouries and desserts. Near to Vydehi Signal Bus stop, almost walkable distance.",poor parking space bit congested dining barbecues taste yewk nonveg items ordered separately tasted except main course main course items average taste less options veg good thing savouries desserts near vydehi signal bus stop almost walkable distance,nischit d,Medium,Non-Urgent,No Response,1460,-1,['Limited food options or menu variety'],[0.7969435453414917],['Food Options'],0,0,0,0,0,0,1,07-11-2020
3227,Service was very bad and slow. The staff was so careless. You need to wait for more time to get the starters. You need to wait to get a plate and spoon near the main course and deserts section. The staff was least bothered. It's a waste of money.,service bad slow staff careless need wait time get starters need wait get plate spoon near main course deserts section staff least bothered waste money,manju m,High,Urgent,No Response,730,-1,['Poor customer service or staff behavior'],[0.9943214058876038],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
3228,"We have visited for Team lunch of 16 members on 9 th may 2022 , it was not at all good taste, quality is very poor , pastry items all are dried , everybody in the team got disappointed .... They should maintain the quality ..",visited team lunch members th may good taste quality poor pastry items dried everybody team got disappointed maintain quality,bharatharaja manickam,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9983980655670166, 0.8910015225410461]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,07-11-2022
3229,Variety of dishes. First some butter pottato is served. The taste was very bad.. i doubted what is next. The barbecue started. The masala on prawn was not at all good. Then one guy came with mutton shekh kabab or some mutton item. That was …,variety dishes first butter pottato served taste bad doubted next barbecue started masala prawn good one guy came mutton shekh kabab mutton item,rajesh swain,Medium,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food']",[0.8264941573143005],['Food Quality'],0,1,0,0,0,0,0,08-11-2019
3230,Hi this place gives me an awkward experiance about the buffet every starters taste litterly like it's not fresh and not even single dish we can't eat more because of it feels cloysome …,hi place gives awkward experiance buffet every starters taste litterly like fresh even single dish cant eat feels cloysome,gopi nath,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9970062971115112, 0.9832068681716919]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,07-11-2022
3231,"It’s now Obsolete Barbecue ,,Food is no more refreshing the taste buds ..there is no feeling of tandoor nor grill at Barbecue..time to renovate your chefs ,Menu and interiors..reason why public visit is bcoz of Unlimited Food nothing else …",obsolete barbecue food refreshing taste buds feeling tandoor grill barbecuetime renovate chefs menu interiorsreason public visit bcoz unlimited food nothing else,rajesh jutur,Low,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9914049506187439],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
3232,"After failing several times to reserve a table at the Marathahalli Abs I was glad I was able to at the Whitefield Abs. But I found the whole experience disappointing. For a barbecue centered experience, the taste of barbecue was dull and …",failing several times reserve table marathahalli abs glad able whitefield abs found whole experience disappointing barbecue centered experience taste barbecue dull,giri kotte,Medium,Non-Urgent,No Response,2190,-1,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety', 'Poor customer service or staff behavior']","[0.9864813089370728, 0.8276350498199463, 0.784106433391571]","['Food Quality', 'Food Options', 'Service Issue']",0,1,0,0,1,0,1,08-11-2018
3233,"Very bad experience. The time our office team visited the place was crowded with a bunch of drunks, misbehaving at this place. Management did nothing about this. …",bad experience time office team visited place crowded bunch drunks misbehaving place management nothing,nishit kumar,High,Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Ambiance, noise levels, or atmosphere concerns']","[0.9151490926742554, 0.8133993744850159]","['Service Issue', 'Atmosphere']",0,0,1,0,1,0,0,08-11-2019
3234,"We had very bad experiences this time.. parking facility is not in proper manner, where we wasted for 20 min.. Though 6 people's were waiting there from 6.45,the waiter said Earlybird had been closed. the funny thing was spoons were not …",bad experiences time parking facility proper manner wasted min though peoples waiting waiter said earlybird closed funny thing spoons,srinivasan veerappa,High,Urgent,No Response,1825,-1,['Poor customer service or staff behavior'],[0.9956623911857605],['Service Issue'],0,0,0,0,1,0,0,08-11-2019
